name,email,sex,is_teacher,is_student,gender2,fav_subject,int_test,decimal_test,range_test,date_test,time_test,date_time,image_test,file_test,autocalc_test,geolocation_test,barcode_test,geo_area_test,percent_test
subj_240,subj_240@gmail.com,m,On,On,free text,nepali,6,,77,13-Oct-25,04:44,,,,,"27.467074116402983,85.33032940755857",,"27.78764219378427,85.26045996675862,27.565375722683328,85.29988982797754,28.438187084318557,85.39402201684915",63
subj_241,subj_241@gmail.com,m,On,Off,lorem ipsum,"math, english, nepali",48,,178,14-Jul-26,15:30,04/12/2025 16:02,,,,,,"28.33156663056298,85.29689311346658,28.236726406858992,85.11134550947965,27.52921415434179,85.47106613696403",13
subj_242,subj_242@gmail.com,f,On,Off,free text,"nepali, math, english",28,24.63,99,02-Mar-26,07:37,06/03/2024 02:20,,,,"27.908965887822134,85.07867226940925",,"27.46708115500507,85.31516669353931,27.940159613512822,85.41958543779131,28.109841946847286,85.42028821671914",46
subj_243,subj_243@gmail.com,m,On,On,,"english, math",39,,50,28-Oct-24,15:48,13/04/2026 20:12,,,,,,"27.497841209776354,85.29928489614858,27.543183796271173,85.03030748750375,27.012692278633995,85.0474310150556",
subj_244,subj_244@gmail.com,f,Off,On,free text,english,28,182.0,96,,10:17,28/08/2026 21:14,,,,"28.016832038280487,85.15862429894737",,"27.713745089024187,85.40987424499892,27.58786451499953,85.17425283929788,27.87448293881783,85.23234320884724",5
subj_245,subj_245@gmail.com,f,On,Off,user response,"english, nepali, math",59,,124,03-Apr-24,12:38,27/02/2026 05:50,,,,"27.872707288710668,85.31590077317591",,"27.28506133273823,85.2778560663707,27.237152683415445,85.2036259696455,27.995990735124114,85.24653580415709",2
subj_246,subj_246@gmail.com,f,On,Off,lorem ipsum,"nepali, math, english",8,,67,12-Mar-25,04:35,,,,,"27.734831687989846,85.01670123153168",,"27.02246340890489,85.43062102220091,27.92995602092464,85.37234558468808,27.740881659236273,85.30920121895413",19
subj_247,subj_247@gmail.com,f,On,On,free text,"english, nepali",73,144.57,141,07-Oct-24,,20/10/2025 01:25,,,,"27.556403880182497,85.3546144930386",,,80
subj_248,subj_248@gmail.com,m,On,On,lorem ipsum,"english, nepali, math",47,103.52,106,,16:33,18/02/2025 13:19,,,,"27.03907867856626,85.16412041404966",,,
subj_249,subj_249@gmail.com,m,On,Off,note here,"english, math, nepali",80,124.47,122,05-Dec-26,01:13,,,,,"28.421210693610206,85.18002656374706",,"27.475754541987357,85.23882599385362,28.225654275499128,85.37267783264014,28.21267411723926,85.49367008181383",15
subj_250,subj_250@gmail.com,f,Off,On,note here,"nepali, math, english",66,118.91,121,03-Apr-26,11:30,01/09/2024 04:20,,,,"27.362217127823072,85.36153554374052",,"27.965936919913773,85.3533742917988,28.358320572653188,85.28173474803124,27.101773174355994,85.13541271722345",26
subj_251,subj_251@gmail.com,m,Off,Off,sample input,"math, english, nepali",72,119.08,142,,23:25,24/02/2026 06:17,,,,"27.535188618799882,85.08785349635106",,"27.143847217201262,85.28242117549895,27.806769616748554,85.0865985433166,27.896457253439763,85.28367948692875",90
subj_252,subj_252@gmail.com,m,On,Off,,"nepali, english, math",79,193.76,8,24-Nov-26,23:19,29/07/2024 14:48,,,,,,"27.77794901302003,85.3984458694204,28.25746762816081,85.36747154929527,27.58707768663086,85.43192969692049",5
subj_253,subj_253@gmail.com,f,Off,On,user response,"english, math, nepali",6,,115,,12:35,07/01/2024 17:14,,,,,,"28.480067968546923,85.48988676752286,27.505909458433898,85.24135182459445,27.150683708696725,85.26108842799587",8
subj_254,subj_254@gmail.com,m,Off,On,sample input,english,13,,100,,15:15,30/08/2026 02:39,,,,"28.442935778677565,85.48117260087535",,"27.7650158733886,85.1458440457337,28.469493677483346,85.11061069501228,27.553714023274154,85.2146854378501",
subj_255,subj_255@gmail.com,f,On,Off,user response,"nepali, math",7,,54,17-May-24,19:31,04/11/2026 00:42,,,,"27.79474430009664,85.39832865950297",,"28.490198535420554,85.05778940317684,28.433833361236992,85.40452314421525,28.25834027896178,85.39745879154574",94
subj_256,subj_256@gmail.com,f,On,On,,"math, nepali, english",58,153.81,183,11-Jan-26,06:20,07/05/2026 00:50,,,,,,,34
subj_257,subj_257@gmail.com,m,On,Off,lorem ipsum,"math, nepali, english",81,76.54,88,26-Jan-26,18:23,,,,,"28.496635971349292,85.15856383727827",,"27.456894526992063,85.22527014219375,27.998380750684884,85.06523377738621,27.633525553037575,85.15470496868082",57
subj_258,subj_258@gmail.com,m,Off,On,sample input,"nepali, math, english",80,67.86,171,20-Jan-25,17:12,04/09/2025 00:59,,,,"28.283712603050738,85.47726243069206",,,35
subj_259,subj_259@gmail.com,m,On,Off,sample input,"math, nepali, english",47,109.07,4,25-Jul-24,15:08,,,,,"27.388279409885833,85.21820814684501",,"27.100940771596733,85.2013975462222,27.390883491722146,85.16246500560561,27.244435868680956,85.32942003472283",0
subj_260,subj_260@gmail.com,m,On,On,note here,"math, english",26,74.86,141,21-Aug-26,00:52,26/10/2025 14:32,,,,"27.77139259452543,85.39353741146381",,"28.22289855645797,85.03413155277595,28.03633019464693,85.3577953566445,27.412745324520017,85.0978248182437",44
subj_261,subj_261@gmail.com,,On,Off,,"math, english",32,,157,19-Dec-26,18:11,20/04/2026 14:35,,,,"28.269743019380098,85.28452088857922",,"28.230096732034493,85.23272032838199,28.48079585832348,85.43954843959565,27.295432004498238,85.39337793607812",78
subj_262,subj_262@gmail.com,m,Off,On,note here,"nepali, math",40,10.19,182,20-Jun-25,19:12,25/01/2024 03:03,,,,"27.536693455889218,85.43001189144172",,,85
subj_263,subj_263@gmail.com,f,On,Off,user response,"english, nepali, math",73,,31,13-Jul-24,21:56,07/05/2024 20:11,,,,"27.21667709927891,85.32308958430504",,"27.11885023351044,85.45392475098126,27.964619516534395,85.2281554898026,27.989538717811676,85.43952216523631",34
subj_264,subj_264@gmail.com,,Off,Off,,"english, nepali, math",56,123.6,56,01-Oct-25,04:01,30/11/2026 16:19,,,,"28.39536302745145,85.36535427170078",,"27.643136854883597,85.13839637198733,27.639529867086537,85.10577161349191,28.328458155301192,85.18058665520884",56
subj_265,subj_265@gmail.com,m,Off,On,,"nepali, math, english",29,10.89,72,10-Dec-24,17:28,16/12/2024 03:04,,,,"27.733440187916926,85.19216191965286",,,3
subj_266,subj_266@gmail.com,f,Off,Off,lorem ipsum,"nepali, math",96,182.77,34,28-Jun-25,07:52,10/08/2025 07:32,,,,"27.63870383464737,85.17526032244866",,"28.417495241841507,85.03135229370159,27.17859193107345,85.39482575774092,27.824114237010207,85.06426837898047",
subj_267,subj_267@gmail.com,m,On,On,sample input,"english, math, nepali",39,199.97,39,23-Apr-26,04:19,30/08/2024 13:48,,,,"27.317206700630727,85.38249358940062",,,1
subj_268,subj_268@gmail.com,m,On,On,lorem ipsum,math,16,,21,05-Feb-26,11:29,23/07/2024 12:09,,,,"27.97183380249474,85.35774649839544",,,100
subj_269,subj_269@gmail.com,m,On,Off,note here,"english, math, nepali",72,128.45,9,15-Oct-25,11:32,19/09/2024 06:25,,,,"28.0967458643148,85.40350055119778",,"27.723166080381638,85.28621547112395,27.057625403653567,85.45310786827369,28.429176224363175,85.0017409618423",0
subj_270,subj_270@gmail.com,m,On,On,sample input,"nepali, english",39,96.03,88,27-Oct-24,12:30,26/01/2024 13:10,,,,"27.02932495746446,85.08036447158885",,"28.49996553062654,85.38111513180976,27.16219224562738,85.44947273016632,28.115664274899157,85.16612225770105",77
subj_271,subj_271@gmail.com,,On,Off,user response,english,45,147.11,72,23-Nov-26,00:35,07/02/2026 13:18,,,,"28.305581408103816,85.33621840137835",,,
subj_272,subj_272@gmail.com,m,Off,On,,math,58,76.59,156,,,,,,,"28.442299863811705,85.25375230780502",,,46
subj_273,subj_273@gmail.com,f,On,Off,lorem ipsum,english,54,,57,,02:34,05/01/2026 15:13,,,,"27.482338664080174,85.42712036259688",,"27.439731312010043,85.06015628379818,27.659996357997812,85.1478824325706,28.325800000217754,85.01831747090178",13
subj_274,subj_274@gmail.com,f,On,Off,,english,2,180.55,1,,,03/06/2024 06:41,,,,"27.56608765710748,85.07285988086669",,"27.65907334885199,85.18556377827636,28.35859234594628,85.41059590409537,28.216778682552334,85.3080992364812",85
subj_275,subj_275@gmail.com,f,On,On,user response,nepali,4,179.46,103,25-Jan-26,,03/05/2026 18:53,,,,"27.622895774448576,85.20162066017235",,"28.02724780905146,85.36310426171198,28.266833984042293,85.1599427953535,28.112833900257304,85.05324494878934",
subj_276,subj_276@gmail.com,,On,Off,lorem ipsum,english,84,140.39,188,30-Aug-26,,,,,,"27.559408707132345,85.01546100854046",,"28.057166101972644,85.34711860105573,27.38082474205312,85.03188875323036,27.577500568007764,85.1585655069186",69
subj_277,subj_277@gmail.com,f,Off,On,sample input,"math, english, nepali",17,84.54,28,18-Sep-26,15:28,08/06/2024 19:46,,,,"28.48789411382699,85.08693627003275",,"27.701989449565943,85.264300941845,27.39804982415037,85.48182872130539,28.367230807852184,85.48645255010568",66
subj_278,subj_278@gmail.com,f,Off,On,note here,"math, nepali",38,6.34,16,09-Apr-25,09:14,05/12/2024 07:40,,,,,,"27.963446529788595,85.21371247363645,27.764212027693883,85.09047630804065,27.694523024604493,85.18651519454714",83
subj_279,subj_279@gmail.com,f,On,On,sample input,"nepali, math, english",84,87.56,85,02-Aug-24,,24/05/2026 20:57,,,,"27.228053861541856,85.32746766342117",,"27.361388220784747,85.41166499292835,27.5950109211951,85.36923963280312,27.660532788956075,85.0459335934434",39
subj_280,subj_280@gmail.com,f,Off,Off,lorem ipsum,"math, nepali, english",65,162.37,89,28-Jul-26,14:50,20/02/2024 21:35,,,,"27.5271639217993,85.47103386683568",,"27.952241418817284,85.00193194117085,28.0913355785319,85.18873474154658,28.466621801464942,85.34570879651487",
subj_281,,,On,Off,lorem ipsum,"english, nepali, math",88,141.34,15,16-Apr-26,21:13,28/07/2026 23:27,,,,"28.06931978500079,85.25028398039528",,"27.95226032852446,85.36766592834113,27.364831193835528,85.43799866967467,27.569326660612017,85.13556835894637",
subj_282,subj_282@gmail.com,f,Off,On,note here,"english, math, nepali",30,,189,,16:42,03/06/2026 13:32,,,,"27.683545290031777,85.3241080201357",,"27.37959619754658,85.49393536087236,27.310278542552272,85.39513763353712,27.219881086531142,85.40217563468063",
subj_283,subj_283@gmail.com,m,On,On,sample input,"english, math",27,148.27,62,24-Dec-24,17:04,10/01/2026 02:00,,,,"28.05477812235848,85.27349967070114",,"27.72517081766067,85.1306281758054,28.188098812636945,85.09843550428218,27.36334261645974,85.42079429837653",27
subj_284,subj_284@gmail.com,,Off,On,free text,"english, nepali, math",91,138.84,37,,,16/07/2026 02:27,,,,"28.45577499562816,85.47420348081886",,,54
subj_285,subj_285@gmail.com,,Off,On,sample input,math,71,107.1,92,,,25/09/2026 18:39,,,,"27.457597224692087,85.17948630689155",,"27.99403235865491,85.47738666477385,27.281386678230717,85.30940496448646,28.243318337814426,85.25451223412742",95
subj_286,,f,On,Off,note here,"nepali, math, english",82,130.32,186,25-Jul-26,19:04,,,,,,,"27.835949019321674,85.03500178023042,27.25596653907404,85.31142958501097,27.458493940666564,85.10736097129282",85
subj_287,subj_287@gmail.com,f,On,Off,sample input,english,51,186.54,120,24-Aug-26,06:58,19/12/2025 06:53,,,,"27.539989192170193,85.12817567126193",,"27.212868154994304,85.12971926786544,28.036660769354206,85.355076218943,27.24115305690389,85.40706558038282",58
subj_288,,,Off,On,,"math, english",2,179.91,163,08-Jul-26,09:26,10/06/2024 21:27,,,,"28.417431204166082,85.47357073340811",,"27.841764631745928,85.47206347270586,27.140904594888138,85.43198184824239,27.08325544355571,85.16955352610901",
subj_289,subj_289@gmail.com,f,Off,Off,free text,"nepali, math, english",81,109.1,155,19-Mar-25,20:18,24/11/2026 02:40,,,,"28.145880760221946,85.35493562721858",,"27.292931219209706,85.13181385963452,28.421112140853744,85.2065902864678,27.367481391448283,85.2435541234195",90
subj_290,subj_290@gmail.com,f,On,Off,free text,"math, english",1,85.89,9,,11:34,05/07/2024 14:50,,,,"28.072849244932158,85.48899926178086",,"27.58983998940151,85.37566866986273,28.363311084785593,85.35152778352527,28.40389306707147,85.29432632599615",39
subj_291,subj_291@gmail.com,m,On,Off,free text,"nepali, english",94,,7,19-May-24,,01/02/2024 10:11,,,,"27.733030727050455,85.00441196290224",,"28.4836012701161,85.10524654488586,27.92289613176578,85.0384541652527,27.866162463666942,85.06296035074323",53
subj_292,subj_292@gmail.com,,Off,On,,english,74,198.04,13,,10:04,18/01/2025 10:13,,,,"28.08857920965053,85.3495908852464",,"28.25984276678145,85.30042906072839,27.90329238109827,85.1479583027024,27.390259632835424,85.47327744400913",94
subj_293,,m,Off,Off,sample input,"nepali, english",95,39.07,116,14-Feb-24,08:46,04/02/2026 23:26,,,,"28.23638851493216,85.12920420428365",,"27.066286228742225,85.38489609018866,27.485195136622632,85.14129803902051,27.38893801403422,85.14168963271003",76
subj_294,subj_294@gmail.com,f,Off,On,lorem ipsum,english,52,114.83,104,28-Aug-26,06:52,11/04/2026 05:15,,,,"27.33351777167065,85.19069497868404",,"28.464175110060435,85.1012077169609,27.589288727785473,85.48233874896952,28.03501311399833,85.296139262411",34
subj_295,,f,Off,On,user response,english,85,101.91,51,,02:55,02/01/2026 09:29,,,,"27.17095588056105,85.46229627665933",,"27.9371133566808,85.1064065251007,27.671921156972083,85.1013516804599,27.03296501841153,85.49045153406352",63
subj_296,subj_296@gmail.com,f,On,Off,sample input,"math, english, nepali",43,133.56,167,27-Oct-25,,28/06/2024 13:07,,,,"27.491945753108695,85.46044059320208",,,41
subj_297,,m,Off,On,sample input,"english, math",92,,179,18-Dec-24,12:45,,,,,"28.41580189462797,85.08386314548078",,,37
subj_298,,m,On,Off,note here,nepali,76,49.9,40,11-Jan-24,13:02,01/04/2024 10:56,,,,"27.29191260120563,85.3656061742991",,"27.235448146723268,85.48738971402882,28.089206074614612,85.13345415481548,27.55720753525205,85.2112414634144",77
subj_299,subj_299@gmail.com,f,On,Off,free text,"english, math",17,182.99,13,17-Jan-25,22:56,27/03/2026 00:27,,,,"27.003612215725443,85.1722481093728",,"27.32876120947984,85.23200343206705,28.128522784947577,85.05971654339615,28.037628050469973,85.33367201190197",69
subj_300,subj_300@gmail.com,m,On,On,free text,"nepali, math, english",92,61.17,154,,10:55,10/03/2024 11:52,,,,"28.202036568774275,85.23782605337576",,"27.120420490493917,85.29229399558422,27.319057208196686,85.34246821856178,28.242064742592163,85.05476236464104",41
subj_301,,f,On,Off,user response,"nepali, english, math",75,,28,,09:52,21/03/2026 04:31,,,,,,,
subj_302,subj_302@gmail.com,f,On,On,lorem ipsum,"nepali, english, math",55,,67,31-Mar-25,13:53,20/03/2025 13:34,,,,"27.63445091319334,85.24834606722757",,,60
subj_303,subj_303@gmail.com,m,On,Off,user response,"nepali, math",44,140.28,84,07-Mar-24,17:45,27/08/2026 19:25,,,,"28.398621095468,85.41265518974706",,"28.320232421228766,85.34050848331349,28.02862806139232,85.25008114312554,27.955464333188257,85.14719035961151",
subj_304,subj_304@gmail.com,f,Off,Off,free text,math,29,131.16,131,25-Nov-26,12:47,10/09/2025 23:34,,,,"27.967922291641617,85.38153625953193",,"28.197916869213454,85.46876622240627,27.258256661654432,85.38206819977101,27.461688011423348,85.16074650152693",59
subj_305,subj_305@gmail.com,,On,On,sample input,math,80,18.19,194,16-Jun-24,,,,,,"27.82714639093133,85.45961634815139",,"28.26552834630293,85.32662283864622,27.755515330556516,85.19486074894922,27.75470083918686,85.2612393245436",30
subj_306,subj_306@gmail.com,m,Off,On,sample input,english,80,56.06,162,,,07/06/2026 18:33,,,,"27.09513689895501,85.39961737164924",,"28.397553399510183,85.2021009401532,28.331415791182206,85.30255685233246,27.790121919811433,85.07976196694798",5
subj_307,,,Off,Off,,"math, nepali, english",35,48.05,56,18-Jul-25,20:16,02/08/2025 07:57,,,,"27.24421657676484,85.27524280163917",,"27.548524805080508,85.4838180365898,27.62311377172279,85.06809381877085,28.250999941392607,85.41043334571145",96
subj_308,subj_308@gmail.com,f,On,On,,"math, english, nepali",24,,49,,22:04,,,,,"27.75645731920166,85.3729678919609",,"27.992453802285773,85.30428151149951,27.97447336081762,85.39958218103912,28.065287092201658,85.3958874603526",
subj_309,subj_309@gmail.com,m,On,On,lorem ipsum,english,25,49.4,110,31-Mar-25,22:27,03/08/2024 19:21,,,,"28.426217764886523,85.26228741663567",,"27.9325943805559,85.07840745116222,27.876102067339804,85.18079901115377,27.80157822008741,85.00093742393662",63
subj_310,subj_310@gmail.com,,On,On,lorem ipsum,"math, english",5,91.3,44,25-Mar-24,19:38,08/03/2024 09:51,,,,"27.993288733692115,85.20946708270866",,"27.390435464559285,85.08118505192314,27.23177235035143,85.36463163958237,27.964215381433075,85.03490304968561",
subj_311,subj_311@gmail.com,f,On,Off,,"english, math, nepali",61,,129,14-Jan-26,,11/11/2025 21:15,,,,"27.007824481597343,85.31855203664449",,"27.39047528348715,85.19619148291466,27.8056160335002,85.00723205730098,27.426875374907436,85.49480596714594",
subj_312,subj_312@gmail.com,m,Off,On,free text,english,47,64.46,121,05-Nov-26,,25/11/2024 04:09,,,,"27.40883230964604,85.13931078712682",,"27.113848261484037,85.32827532599806,27.685316411227266,85.34440704859958,27.89544105831083,85.44462620004121",
subj_313,subj_313@gmail.com,m,On,On,,"english, math",23,138.74,135,,14:46,07/05/2025 05:44,,,,,,"27.489949698642633,85.00571455261577,27.052991167061922,85.39631163528014,27.734558827447298,85.07486102464823",12
subj_314,,,On,On,user response,nepali,35,84.01,117,,,20/05/2024 14:43,,,,"27.005915236328416,85.01337393649092",,,100
subj_315,subj_315@gmail.com,m,Off,Off,note here,"math, nepali",100,25.17,191,02-Feb-25,14:22,18/11/2026 18:04,,,,"27.959304948611546,85.00425236525531",,,27
subj_316,subj_316@gmail.com,f,Off,Off,lorem ipsum,"english, math, nepali",42,165.81,65,30-May-24,11:09,26/08/2024 04:54,,,,"27.597817684700026,85.21073137092671",,"27.847601674881318,85.0395335857318,27.154354461335455,85.4842503610147,28.01885236912271,85.3762345591669",60
subj_317,,m,Off,On,lorem ipsum,english,41,50.44,31,29-May-24,05:04,23/12/2025 20:49,,,,"28.116510388518982,85.27974537743461",,"27.90039172195331,85.06782707901787,27.613270849676184,85.08883588099397,27.42015829645714,85.06390726796107",39
subj_318,subj_318@gmail.com,,Off,On,note here,"english, math, nepali",100,192.52,118,05-Nov-26,13:47,13/03/2026 21:03,,,,"28.31960565398642,85.43792266032965",,"27.267942928419362,85.47516992359004,27.09628722305043,85.27781094059596,27.135295435512184,85.28400048759907",38
subj_319,,m,Off,Off,free text,math,40,,27,26-Dec-24,18:41,06/06/2026 18:47,,,,,,"27.820654598783012,85.09211768927102,28.32315744400151,85.47837418422709,27.37982346465495,85.10344146545053",79
subj_320,subj_320@gmail.com,m,On,On,sample input,nepali,41,129.67,153,25-Aug-25,,28/02/2025 00:48,,,,,,"28.406014982009292,85.3171605996091,27.037013117149392,85.24985092984814,27.229442458756242,85.02388977523746",30
subj_321,subj_321@gmail.com,,On,Off,note here,"english, nepali, math",53,60.56,24,12-Aug-26,,10/07/2024 04:47,,,,"27.610230680175075,85.40676265571729",,"27.552803201432233,85.25036053618734,27.930966575490505,85.20280324979076,27.646956496679962,85.13197180640071",95
subj_322,subj_322@gmail.com,m,On,On,sample input,math,35,93.96,50,31-Mar-26,16:21,03/07/2026 06:00,,,,"27.326749318025875,85.00890460748484",,"27.20748800830764,85.0585927614173,27.103429176368763,85.38250899946598,28.17888980075031,85.34768802783174",
subj_323,subj_323@gmail.com,m,On,On,free text,"nepali, math",97,74.43,43,07-Jan-26,,28/03/2025 05:58,,,,"27.251115527755687,85.25274109362388",,"27.801519960433577,85.43298199708521,27.585271542725266,85.41371858189397,27.08480535325812,85.149059512784",
subj_324,,m,Off,Off,note here,"nepali, english",64,119.38,196,31-Mar-26,01:01,24/06/2024 21:54,,,,"28.400091090992593,85.4180597673544",,"27.963417606238597,85.43682936599095,27.369085470730237,85.24448203715,27.044575820034648,85.00444009663322",18
subj_325,,f,Off,Off,free text,"english, math, nepali",30,168.91,44,14-Dec-25,20:48,13/10/2024 23:36,,,,"28.14139582829554,85.41349110193899",,,91
subj_326,subj_326@gmail.com,m,Off,On,user response,"english, math",88,,72,,,11/02/2026 14:00,,,,"28.488404893008493,85.19649345237546",,"28.379460108939433,85.39334784943088,28.254327463780854,85.46411589805116,27.95481525507831,85.49746136532674",
subj_327,subj_327@gmail.com,m,Off,Off,free text,"math, nepali, english",28,135.11,72,11-Dec-25,05:40,28/12/2025 04:44,,,,"27.04575761503596,85.16779892471753",,"27.17612533231262,85.1036731422525,27.036842092365198,85.04653858067628,27.399450176586818,85.40998513281787",74
subj_328,subj_328@gmail.com,m,On,On,free text,nepali,60,77.52,40,02-Sep-25,23:31,06/10/2024 17:34,,,,"28.216762036543706,85.19076508527033",,"27.746500241012953,85.23726279740127,27.650495703703864,85.42281568415981,27.23291285632202,85.28383235320699",73
subj_329,subj_329@gmail.com,m,Off,Off,lorem ipsum,nepali,48,122.04,192,17-Aug-24,,12/12/2025 00:25,,,,"27.743987031202867,85.31262550384392",,,3
subj_330,subj_330@gmail.com,f,Off,On,user response,math,46,22.57,25,13-Jan-25,04:58,23/02/2024 21:44,,,,"27.488053159455276,85.43291464376624",,"27.736844326855035,85.19863530914454,27.91828865974802,85.0623035827222,27.243799782325357,85.15155817669834",
subj_331,subj_331@gmail.com,,On,On,free text,"nepali, math, english",50,7.24,91,,10:44,14/12/2026 03:59,,,,"27.988637509456478,85.23203301495096",,"27.387740210852147,85.24333817322108,27.21920310888163,85.28269754948502,27.367925536218156,85.14680405197079",47
subj_332,subj_332@gmail.com,m,On,On,,"math, nepali, english",42,149.03,1,02-Nov-26,,,,,,"28.489226629130354,85.39209862717146",,"27.491720164502926,85.16680980474626,28.03100542933866,85.02452459353722,28.238654594861337,85.49864863824388",79
subj_333,subj_333@gmail.com,,Off,Off,note here,"english, nepali, math",31,136.66,22,13-May-26,21:29,,,,,"27.70626824039876,85.1822375298885",,"27.362521699477185,85.17143793963021,28.05738547453053,85.38897029937927,28.23809530760197,85.10466560944852",20
subj_334,subj_334@gmail.com,f,On,Off,,"english, math, nepali",16,93.95,147,23-Jul-26,06:03,12/10/2026 22:06,,,,"27.069605341243744,85.15675480319234",,"28.487850810713883,85.23820114280645,27.266144319571517,85.24397224341455,27.153469387624575,85.43626805448498",62
subj_335,subj_335@gmail.com,,Off,On,lorem ipsum,"english, nepali, math",54,,78,23-May-24,,15/12/2025 20:22,,,,,,"28.392086393978353,85.17127735220822,27.963654882247567,85.11341171918441,27.840319606477063,85.1270138630766",78
subj_336,subj_336@gmail.com,m,Off,On,free text,math,75,27.13,66,13-Jan-26,11:31,,,,,"27.07076183477267,85.18921966594391",,"28.242413638914826,85.21036614179845,27.82238667172045,85.28928018780441,27.46806792495048,85.02691270122081",
subj_337,subj_337@gmail.com,f,Off,On,user response,nepali,98,,140,14-Apr-25,12:40,07/03/2026 04:18,,,,"27.10482054522266,85.13965939017237",,"27.769145446095568,85.38151646673569,27.39385156870185,85.35107849764124,28.224895570336745,85.38252498779147",20
subj_338,,f,On,Off,lorem ipsum,english,100,,29,,08:21,04/04/2025 11:55,,,,"28.22663699102225,85.11986101561273",,"28.26727473575628,85.2764250563052,27.316765380019266,85.37067754533766,28.004308923916906,85.28251626870427",1
subj_339,subj_339@gmail.com,f,Off,Off,note here,"nepali, english",62,25.33,77,08-Feb-26,16:21,31/10/2025 23:29,,,,"27.791592264188996,85.48792551695756",,,86
subj_340,subj_340@gmail.com,f,Off,Off,free text,nepali,37,41.23,167,10-Dec-25,10:11,31/08/2025 12:45,,,,"28.422480089768808,85.35275813046887",,"27.423909466503268,85.27134441877062,27.789893645681328,85.1236954394559,27.521821799819726,85.47109072739302",61
subj_341,subj_341@gmail.com,f,On,On,free text,nepali,59,175.45,69,28-Jan-24,,07/08/2024 05:59,,,,"28.00554729680586,85.04850360564734",,,20
subj_342,subj_342@gmail.com,f,Off,Off,sample input,"math, nepali, english",100,149.72,196,03-Oct-24,03:57,22/10/2025 09:25,,,,,,,
subj_343,subj_343@gmail.com,f,On,Off,user response,"math, nepali",58,114.08,139,23-Jul-24,,18/09/2024 10:08,,,,"28.32684754248178,85.18029377358104",,,25
subj_344,subj_344@gmail.com,,Off,Off,,"nepali, math, english",9,52.46,78,16-Aug-25,07:29,02/07/2026 08:27,,,,,,"27.663320457776067,85.26196760899512,27.896662293477032,85.13751877984484,28.011707152807745,85.34928097330226",86
subj_345,,m,On,On,,"math, english",3,127.92,34,25-Jul-25,05:08,,,,,"27.368643699486107,85.40538260849112",,"27.18061730381906,85.32722385821661,27.626588681735246,85.35905152771883,27.078288303715404,85.27754149424018",
subj_346,subj_346@gmail.com,,Off,On,sample input,nepali,23,161.94,68,25-Jul-26,21:46,,,,,"27.95596527376744,85.24665265634488",,,69
subj_347,subj_347@gmail.com,f,Off,On,lorem ipsum,"english, math",95,105.61,117,11-Dec-26,05:41,12/04/2025 05:17,,,,,,"27.251922497886415,85.36625020633689,28.424588739892126,85.3715880403631,28.17707282936255,85.35035629013419",5
subj_348,subj_348@gmail.com,m,Off,Off,note here,"english, nepali, math",65,,200,18-Sep-25,19:17,18/07/2024 03:52,,,,"27.642970505231702,85.25033088028772",,"28.27457972384799,85.4004776211094,27.244572801736993,85.33671048906453,28.28525589744814,85.40988379430941",90
subj_349,,f,On,Off,sample input,"math, english",53,193.16,15,18-Feb-25,22:32,01/11/2024 12:55,,,,,,"27.605994874772293,85.20301478031527,27.859967086071457,85.01389204795358,28.436798844580125,85.14495285354836",
subj_350,,f,Off,On,,math,45,,84,,17:20,23/02/2025 05:25,,,,,,"27.41968021751588,85.15351276966979,27.19065949564818,85.37758210224838,28.386214215280923,85.39487526853333",58
subj_351,subj_351@gmail.com,f,On,Off,,"nepali, math",64,1.59,17,18-Jul-26,23:02,10/02/2025 21:48,,,,"28.40981973128146,85.14921998787938",,"27.264333247809773,85.03848408418766,27.88463285832091,85.01213349421081,27.270649846912235,85.31110459034524",29
subj_352,subj_352@gmail.com,f,Off,Off,free text,"math, english, nepali",42,,168,30-Sep-26,21:48,23/01/2024 15:26,,,,,,"27.056534543572575,85.36833483469914,27.43791526192715,85.22631990152125,27.796508147867414,85.1250406786536",40
subj_353,,f,Off,Off,sample input,"nepali, math",11,,48,21-Dec-25,09:10,10/02/2025 15:43,,,,"27.563345115375213,85.10816940506785",,"27.181251938978697,85.01757765576357,27.067430208617026,85.09579311748341,27.91231276696043,85.00882493725557",22
subj_354,,m,On,Off,note here,nepali,26,138.06,45,,07:46,20/04/2025 09:40,,,,,,,63
subj_355,subj_355@gmail.com,f,Off,Off,user response,english,47,99.24,9,24-Jan-26,12:11,03/09/2024 22:42,,,,,,"28.447675292441975,85.2974343073397,27.31820096313453,85.09229234791232,27.959165930979403,85.10503457352971",99
subj_356,subj_356@gmail.com,f,On,On,user response,"english, math, nepali",48,,21,26-Sep-24,14:10,,,,,"27.08704133100391,85.21176509744696",,"27.249255282803446,85.46245800891084,27.065966621790846,85.41039366728221,27.984956719223383,85.12486785944294",50
subj_357,subj_357@gmail.com,f,Off,Off,free text,"nepali, english, math",65,45.08,120,07-Aug-26,18:02,19/06/2024 13:45,,,,"28.237730193510803,85.32775548036915",,"28.38144585350374,85.11274209316977,27.30315015709936,85.35627078097257,27.752092200875204,85.29958058516743",50
subj_358,subj_358@gmail.com,f,On,Off,,"math, english, nepali",23,61.09,50,16-Nov-24,,28/03/2025 11:12,,,,,,"27.996768510224072,85.01678258852321,28.1912988309795,85.25427140463874,27.112799358117712,85.3403760490239",7
